63,69,86,74,89,74,83,72,75,85,98,20,0,26,79,68,81,92,90,76,94,63,92,64,63,75,97,62,68,91,78,60,92,88,70,62,93,79,71,64,98,95,74,80,84,75,83,80,71,72,73,75,95,83,88,63,69,61,97,69,69,75,88,92,76,75,97,65,75,92,64,77,80,91,78,81,84,76,96,73,78,70,96,88,87,89,78,76,62,80,96,79,87,99,79,97,98,86,64,96
87,61,98,95,72,80,76,81,95,69,87,84,26,0,22,81,90,96,97,79,91,96,99,78,99,78,91,60,93,62,78,72,63,62,61,75,79,62,80,88,84,84,61,63,83,78,99,80,76,66,65,61,86,94,62,82,80,63,86,63,96,81,67,74,85,78,93,60,89,65,74,65,78,98,87,99,92,64,96,69,60,68,85,93,73,61,81,84,85,86,71,75,70,79,65,61,64,80,91,89
85,80,61,65,72,74,88,83,60,82,72,97,79,22,0,34,91,75,67,77,94,81,89,61,80,69,89,64,81,71,63,90,79,68,72,83,63,93,90,93,85,70,83,79,84,90,78,87,66,70,66,77,69,67,79,88,93,92,91,66,76,73,73,81,62,81,75,70,96,61,85,90,79,62,86,60,69,74,77,76,99,87,64,95,80,98,62,65,72,72,71,94,74,77,83,66,99,95,64,74
81,82,79,70,84,94,98,74,65,68,96,68,68,81,34,0,13,97,64,69,98,84,90,91,77,61,74,70,65,96,76,92,74,83,95,74,98,71,93,96,60,73,71,76,83,72,97,81,92,93,67,78,67,96,64,81,96,95,86,78,87,83,82,66,85,81,83,74,86,88,89,94,62,75,98,66,78,85,78,99,78,85,67,61,93,72,85,91,99,72,62,62,63,99,75,80,86,71,78,78
74,91,74,80,66,63,78,97,71,88,74,99,81,90,91,13,0,20,85,64,77,87,83,89,74,91,82,88,64,63,74,84,76,70,78,67,60,71,66,72,96,85,67,68,94,88,62,74,97,82,60,69,95,60,89,73,64,93,72,81,82,62,95,61,88,73,67,67,73,63,65,75,62,62,93,83,93,85,86,97,99,66,97,71,84,93,60,69,73,95,65,74,80,92,98,74,88,68,60,71
98,83,88,87,98,87,88,94,77,98,76,79,92,96,75,97,20,0,18,81,69,87,75,83,97,61,61,97,83,90,94,77,65,67,70,92,80,65,73,66,81,65,65,98,78,75,67,81,79,78,96,84,86,84,75,65,99,68,85,99,79,68,69,67,79,91,93,85,70,84,93,70,75,81,74,88,98,78,77,90,63,70,98,83,95,75,73,86,71,66,71,79,91,67,96,76,64,66,62,85
84,61,78,64,96,78,74,92,76,60,72,90,90,97,67,64,85,18,0,26,61,67,90,73,75,93,76,77,81,60,92,72,71,84,90,99,64,82,98,86,60,69,66,81,68,88,99,76,78,67,79,64,92,93,95,90,79,69,78,72,75,91,99,93,63,66,70,67,60,62,80,67,86,89,90,84,97,86,86,80,84,96,74,65,87,64,89,81,77,89,73,89,64,70,63,68,61,68,74,90
74,90,87,92,60,81,63,99,93,76,72,92,76,79,77,69,64,81,26,0,13,74,92,74,61,82,75,62,83,73,73,62,81,78,65,60,84,60,78,74,60,92,98,64,94,60,89,83,90,92,87,62,98,84,86,80,70,61,90,90,98,83,82,98,83,67,60,83,78,85,60,73,77,63,76,90,92,83,64,89,80,68,64,92,85,98,60,73,76,61,65,72,80,74,73,88,67,64,65,86
60,63,87,68,80,82,87,76,62,64,64,72,94,91,94,98,77,69,61,13,0,22,81,92,79,69,93,85,63,80,79,91,76,61,79,78,90,68,61,91,90,67,79,69,68,87,99,62,88,87,98,96,84,70,78,93,96,65,67,83,90,68,75,92,95,83,92,95,79,64,97,67,65,65,92,74,66,81,77,94,99,80,74,99,78,64,73,61,61,72,67,85,68,91,90,68,86,66,82,63
94,69,81,61,94,96,73,63,93,60,66,81,63,96,81,84,87,87,67,74,22,0,23,63,68,60,79,95,99,63,92,86,64,60,64,86,65,62,99,72,77,94,96,90,80,64,79,82,85,79,86,63,60,63,72,67,70,79,68,93,84,89,82,69,86,90,76,68,68,79,67,86,98,60,67,67,96,67,65,87,83,84,77,90,64,64,85,64,98,64,94,96,66,82,89,79,66,72,70,72
74,66,77,74,70,69,65,84,69,62,65,88,92,99,89,90,83,75,90,92,81,23,0,20,74,60,95,85,83,96,90,85,99,85,81,61,64,87,84,83,90,81,86,76,97,72,84,93,95,61,65,82,63,97,72,78,97,72,65,88,75,95,79,68,95,91,80,94,77,67,79,66,78,95,87,64,96,65,81,69,84,63,80,71,70,75,67,60,97,62,67,71,80,62,83,76,68,81,60,62
74,99,71,61,82,72,63,96,64,86,88,89,64,78,61,91,89,83,73,74,92,63,20,0,30,85,64,66,61,83,61,71,87,65,89,84,94,73,76,67,78,80,65,89,82,90,72,85,65,73,70,80,98,96,88,92,71,67,96,76,88,66,97,79,79,71,89,68,64,72,87,87,95,80,79,80,74,67,61,98,81,80,81,94,60,76,97,94,74,91,97,68,71,84,79,75,72,91,79,93
97,87,71,95,87,62,63,61,96,74,60,85,63,99,80,77,74,97,75,61,79,68,74,30,0,17,93,87,64,75,83,96,83,85,71,80,79,84,82,87,81,79,79,82,97,61,65,69,84,77,79,79,97,78,79,91,93,66,94,69,80,65,95,88,60,98,80,88,79,66,62,78,74,69,67,96,80,99,84,75,63,80,64,80,86,63,75,95,65,77,67,90,76,74,84,83,74,96,62,75
87,62,93,97,68,95,99,60,77,79,66,67,75,78,69,61,91,61,93,82,69,60,60,85,17,0,37,99,98,97,68,91,76,62,98,74,84,67,71,74,74,68,74,72,84,68,86,74,87,82,63,70,82,78,85,66,93,87,61,91,82,80,78,78,95,70,91,61,67,87,64,82,72,92,89,69,78,82,97,63,88,80,93,73,85,87,78,90,67,87,75,80,90,98,92,85,98,87,63,93
65,68,91,88,82,92,62,65,99,99,95,78,97,91,89,74,82,61,76,75,93,79,95,64,93,37,0,29,83,99,90,77,62,90,83,92,75,60,65,88,96,90,98,96,74,79,85,68,77,63,99,81,62,66,78,65,80,76,69,94,83,79,77,93,62,92,69,87,77,80,66,63,83,86,97,90,61,65,80,68,62,68,87,85,68,98,82,71,63,91,70,71,73,66,88,96,91,73,71,62
99,86,96,99,72,94,82,86,72,67,68,85,62,60,64,70,88,97,77,62,85,95,85,66,87,99,29,0,24,64,97,77,69,63,91,69,85,82,90,75,69,82,92,87,75,87,72,91,76,98,84,89,71,79,82,65,82,88,65,66,82,61,78,91,66,94,88,90,81,89,92,90,93,85,86,69,76,84,63,61,98,99,99,61,64,72,71,65,91,73,61,84,66,61,83,76,99,87,74,64
86,94,64,98,78,60,67,61,78,76,97,91,68,93,81,65,64,83,81,83,63,99,83,61,64,98,83,24,0,10,97,87,77,95,91,63,76,76,90,94,74,83,97,93,65,65,73,62,63,67,98,90,67,95,79,86,83,93,63,77,81,97,80,89,97,90,91,78,83,78,67,64,92,92,60,64,77,66,99,98,65,94,70,79,83,72,91,81,91,91,79,88,65,81,88,91,65,81,79,85
64,84,64,89,78,73,74,84,78,84,90,84,91,62,71,96,63,90,60,73,80,63,96,83,75,97,99,64,10,0,20,84,79,93,85,72,91,81,69,78,74,61,78,63,91,62,85,61,94,91,65,72,88,75,87,87,96,71,97,92,92,72,91,62,80,62,87,88,88,95,85,62,88,93,65,97,94,77,80,60,70,67,97,73,82,78,73,69,61,97,86,80,97,83,97,87,76,69,67,76
84,91,72,66,61,80,60,99,63,76,73,81,78,78,63,76,74,94,92,73,79,92,90,61,83,68,90,97,97,20,0,38,85,80,71,95,96,83,78,65,74,80,64,63,76,83,67,91,85,60,85,73,78,79,62,92,93,79,85,94,71,91,62,75,94,94,80,68,96,63,97,62,72,92,63,77,62,91,63,69,68,87,97,68,86,62,97,95,87,94,76,82,81,94,95,95,76,73,68,78
99,75,64,91,98,90,84,72,95,88,64,63,60,72,90,92,84,77,72,62,91,86,85,71,96,91,77,77,87,84,38,0,27,87,76,90,87,83,77,62,96,95,90,68,75,63,93,76,86,81,70,99,77,74,99,60,70,94,79,95,70,60,66,70,74,67,81,65,70,75,60,67,69,81,67,67,90,87,65,84,80,89,88,85,82,87,74,79,62,73,92,64,63,78,62,86,94,81,84,68
68,97,85,86,92,78,90,74,86,74,80,94,92,63,79,74,76,65,71,81,76,64,99,87,83,76,62,69,77,79,85,27,0,37,89,74,88,91,82,93,86,64,91,75,94,97,85,91,79,80,87,66,72,97,88,77,85,68,63,71,93,95,76,95,86,81,62,89,79,79,63,60,75,74,97,88,92,75,61,67,61,97,72,88,71,67,87,62,66,91,83,93,72,83,99,65,92,69,87,61
70,67,65,86,89,80,95,75,64,91,98,91,88,62,68,83,70,67,84,78,61,60,85,65,85,62,90,63,95,93,80,87,37,0,10,97,62,78,86,97,88,63,84,71,81,76,85,90,95,67,83,97,89,66,84,63,92,87,64,94,64,79,81,90,70,72,73,87,86,67,64,65,82,86,82,86,90,95,84,60,82,62,85,85,94,64,91,65,93,72,77,62,79,73,92,71,75,68,62,99
85,73,96,60,75,69,76,95,84,62,88,74,70,61,72,95,78,70,90,65,79,64,81,89,71,98,83,91,91,85,71,76,89,10,0,22,87,81,98,97,74,90,95,89,99,93,77,62,96,74,97,83,72,78,87,67,76,76,91,77,94,63,69,75,94,94,97,67,69,63,66,92,97,96,87,86,79,76,89,86,67,91,91,70,91,90,70,75,99,70,68,83,77,72,82,82,99,60,79,87
74,73,73,62,77,67,69,90,93,76,76,95,62,75,83,74,67,92,99,60,78,86,61,84,80,74,92,69,63,72,95,90,74,97,22,0,24,84,76,72,98,87,78,96,71,86,87,77,87,87,93,81,94,79,84,94,80,76,76,99,78,98,65,76,68,72,61,60,75,76,96,83,71,62,94,63,74,71,99,91,90,87,97,67,65,63,71,95,87,71,99,78,78,75,81,74,84,68,67,82
91,66,68,91,68,93,76,88,90,60,75,65,93,79,63,98,60,80,64,84,90,65,64,94,79,84,75,85,76,91,96,87,88,62,87,24,0,19,62,61,64,89,61,79,84,93,94,91,62,70,73,64,63,91,85,81,96,95,99,64,68,74,74,94,78,87,65,85,70,75,85,78,98,96,83,60,74,81,86,98,85,70,94,83,80,62,60,78,62,80,73,80,81,60,60,63,89,71,66,77
61,90,78,71,64,94,82,63,94,88,93,90,79,62,93,71,71,65,82,60,68,62,87,73,84,67,60,82,76,81,83,83,91,78,81,84,19,0,34,63,62,72,82,77,90,78,86,83,76,75,65,78,89,65,82,97,83,76,63,60,73,64,61,62,95,73,71,61,95,80,79,68,91,91,86,71,72,87,77,75,90,77,95,83,86,89,62,69,97,82,69,82,82,79,94,97,68,89,63,95
88,94,68,75,77,97,84,93,63,87,94,98,71,80,90,93,66,73,98,78,61,99,84,76,82,71,65,90,90,69,78,77,82,86,98,76,62,34,0,26,73,95,94,90,92,75,80,67,71,88,91,81,96,88,62,99,74,79,90,92,94,85,90,63,94,74,69,85,68,90,60,76,97,66,97,77,62,89,60,80,78,72,78,82,99,93,61,62,65,70,93,82,63,92,86,78,72,92,68,99
76,99,93,80,84,93,68,71,85,90,67,91,64,88,93,96,72,66,86,74,91,72,83,67,87,74,88,75,94,78,65,62,93,97,97,72,61,63,26,0,35,88,92,74,64,75,85,73,73,70,94,96,77,92,88,87,87,65,80,61,85,70,62,80,72,82,65,65,66,84,84,72,69,79,71,92,95,68,77,84,96,98,80,90,61,89,69,93,73,90,96,94,82,83,72,95,81,95,68,96
88,69,68,66,90,73,78,74,69,98,64,97,98,84,85,60,96,81,60,60,90,77,90,78,81,74,96,69,74,74,74,96,86,88,74,98,64,62,73,35,0,28,80,87,74,63,76,87,92,72,88,66,61,75,77,85,60,73,98,77,86,75,85,88,81,81,84,95,89,79,74,63,93,85,69,85,63,76,73,69,77,74,82,71,60,88,74,94,63,92,80,94,66,83,85,76,85,66,66,66
62,97,64,76,74,75,70,63,72,77,89,91,95,84,70,73,85,65,69,92,67,94,81,80,79,68,90,82,83,61,80,95,64,63,90,87,89,72,95,88,28,0,17,91,87,97,69,69,74,96,80,80,97,70,77,67,76,86,66,72,66,61,60,82,80,89,85,67,89,92,99,81,65,66,73,77,78,73,99,92,71,72,92,78,96,83,60,84,83,73,93,92,94,81,97,96,70,61,98,83
89,60,66,67,65,69,67,85,84,99,89,90,74,61,83,71,67,65,66,98,79,96,86,65,79,74,98,92,97,78,64,90,91,84,95,78,61,82,94,92,80,17,0,26,74,89,87,69,89,73,71,68,86,67,91,85,93,87,96,85,62,62,94,95,86,65,84,73,61,92,65,93,86,63,63,98,60,86,78,96,84,63,61,90,61,94,83,94,61,97,97,62,75,81,79,91,88,99,98,88
60,78,97,72,80,97,66,63,77,68,99,98,80,63,79,76,68,98,81,64,69,90,76,89,82,72,96,87,93,63,63,68,75,71,89,96,79,77,90,74,87,91,26,0,17,70,83,90,90,84,62,70,60,79,88,90,60,68,73,86,65,61,90,99,85,71,69,92,70,98,88,92,91,83,69,99,67,95,94,93,80,96,67,69,72,92,83,95,76,84,65,66,86,67,75,89,69,81,83,81
98,79,98,61,77,78,93,97,73,60,95,88,84,83,84,83,94,78,68,94,68,80,97,82,97,84,74,75,65,91,76,75,94,81,99,71,84,90,92,64,74,87,74,17,0,28,77,88,67,78,60,76,62,84,81,79,82,60,72,62,90,92,99,63,93,76,74,76,61,89,82,92,96,79,95,84,78,75,89,83,88,79,69,95,91,79,68,82,76,78,79,60,78,71,80,60,80,63,82,97
95,89,74,71,91,85,90,92,90,77,81,97,75,78,90,72,88,75,88,60,87,64,72,90,61,68,79,87,65,62,83,63,97,76,93,86,93,78,75,75,63,97,89,70,28,0,12,90,70,78,94,71,78,84,75,65,83,64,97,74,66,74,79,62,90,97,83,85,71,66,90,67,73,61,75,78,89,78,83,73,63,64,76,75,70,93,86,69,76,64,80,93,63,69,82,99,71,74,60,80
65,64,84,62,70,68,76,91,86,86,86,64,83,99,78,97,62,67,99,89,99,79,84,72,65,86,85,72,73,85,67,93,85,85,77,87,94,86,80,85,76,69,87,83,77,12,0,28,88,61,96,91,99,68,69,77,65,63,87,99,69,94,68,67,98,84,69,67,96,93,91,74,63,79,83,78,66,79,67,87,86,69,73,80,82,82,90,91,64,78,61,80,86,75,95,76,85,65,77,81
93,85,64,90,69,94,84,72,97,96,71,61,80,80,87,81,74,81,76,83,62,82,93,85,69,74,68,91,62,61,91,76,91,90,62,77,91,83,67,73,87,69,69,90,88,90,28,0,39,99,74,73,72,96,88,69,99,68,64,82,77,77,73,86,63,60,72,92,75,70,79,90,81,83,80,60,83,82,87,62,62,93,74,75,73,63,79,92,88,74,79,89,62,99,99,80,86,72,83,78
76,60,95,93,74,89,70,71,73,88,90,74,71,76,66,92,97,79,78,90,88,85,95,65,84,87,77,76,63,94,85,86,79,95,96,87,62,76,71,73,92,74,89,90,67,70,88,39,0,39,66,98,73,77,72,93,86,91,91,79,62,68,76,90,78,86,85,78,92,99,68,99,67,80,85,83,65,80,98,75,72,75,94,82,88,93,87,97,98,91,83,73,76,79,83,90,87,82,73,64
95,94,87,76,68,73,87,73,83,83,85,85,72,66,70,93,82,78,67,92,87,79,61,73,77,82,63,98,67,91,60,81,80,67,74,87,70,75,88,70,72,96,73,84,78,78,61,99,39,0,29,82,66,85,84,67,64,69,75,84,97,89,69,61,63,60,89,90,83,72,83,83,69,72,81,77,98,88,70,87,74,76,74,66,74,60,94,92,90,78,69,79,88,99,82,73,93,80,81,85
83,90,81,76,73,67,81,79,97,72,99,89,73,65,66,67,60,96,79,87,98,86,65,70,79,63,99,84,98,65,85,70,87,83,97,93,73,65,91,94,88,80,71,62,60,94,96,74,66,29,0,11,68,98,76,78,97,61,73,99,83,85,68,90,90,77,80,70,86,86,80,84,70,66,73,83,76,67,89,61,87,80,83,69,67,64,60,75,68,61,68,75,85,95,97,60,64,99,85,87
76,73,85,79,70,66,62,78,93,85,82,61,75,61,77,78,69,84,64,62,96,63,82,80,79,70,81,89,90,72,73,99,66,97,83,81,64,78,81,96,66,80,68,70,76,71,91,73,98,82,11,0,35,83,60,82,69,60,75,62,93,72,64,69,97,86,87,76,96,88,65,61,98,72,74,88,64,76,99,61,75,72,76,99,74,71,77,94,64,98,81,92,91,60,77,91,94,68,89,74
73,64,82,98,67,80,70,81,74,84,85,67,95,86,69,67,95,86,92,98,84,60,63,98,97,82,62,71,67,88,78,77,72,89,72,94,63,89,96,77,61,97,86,60,62,78,99,72,73,66,68,35,0,14,79,64,95,79,68,68,75,80,92,76,73,64,77,73,79,93,97,94,96,77,88,64,79,85,77,83,98,65,70,68,95,67,91,95,87,73,67,63,87,97,62,68,77,74,67,81
71,92,89,63,68,92,94,87,61,79,80,86,83,94,67,96,60,84,93,84,70,63,97,96,78,78,66,79,95,75,79,74,97,66,78,79,91,65,88,92,75,70,67,79,84,84,68,96,77,85,98,83,14,0,15,62,99,84,66,82,61,63,64,61,60,82,86,80,63,70,86,70,77,66,86,76,72,84,71,86,97,88,79,94,69,64,90,88,66,77,76,89,82,74,83,93,99,94,63,61
80,63,64,95,88,65,78,89,81,78,86,71,88,62,79,64,89,75,95,86,78,72,72,88,79,85,78,82,79,87,62,99,88,84,87,84,85,82,62,88,77,77,91,88,81,75,69,88,72,84,76,60,79,15,0,17,72,76,80,90,97,93,71,69,65,89,99,83,98,72,73,88,88,87,73,81,66,70,90,90,72,77,95,67,61,96,84,68,85,61,95,60,61,82,92,70,74,78,78,82
70,87,96,74,75,96,76,98,73,89,61,72,63,82,88,81,73,65,90,80,93,67,78,92,91,66,65,65,86,87,92,60,77,63,67,94,81,97,99,87,85,67,85,90,79,65,77,69,93,67,78,82,64,62,17,0,26,80,73,87,66,92,77,67,79,95,81,63,93,91,78,65,85,79,90,69,68,76,81,60,70,80,99,89,81,97,65,95,80,92,97,73,89,95,97,92,60,97,65,86
63,75,89,66,91,69,73,99,62,94,64,76,69,80,93,96,64,99,79,70,96,70,97,71,93,93,80,82,83,96,93,70,85,92,76,80,96,83,74,87,60,76,93,60,82,83,65,99,86,64,97,69,95,99,72,26,0,16,88,83,69,74,76,89,75,61,61,76,93,77,89,99,86,76,98,69,79,90,94,61,95,67,89,96,87,86,95,98,95,85,87,95,74,76,75,85,91,76,68,95
83,77,75,96,85,93,77,71,73,72,99,62,61,63,92,95,93,68,69,61,65,79,72,67,66,87,76,88,93,71,79,94,68,87,76,76,95,76,79,65,73,86,87,68,60,64,63,68,91,69,61,60,79,84,76,80,16,0,10,95,97,81,84,98,74,60,95,78,65,84,72,82,70,78,97,65,77,67,80,90,75,81,83,65,65,62,70,88,75,61,95,67,70,78,91,98,96,95,60,93
89,93,77,76,64,77,61,86,75,61,78,95,97,86,91,86,72,85,78,90,67,68,65,96,94,61,69,65,63,97,85,79,63,64,91,76,99,63,90,80,98,66,96,73,72,97,87,64,91,75,73,75,68,66,80,73,88,10,0,11,80,91,90,61,94,60,92,71,79,93,79,88,81,72,93,93,92,67,66,85,91,66,62,98,82,80,61,77,92,78,65,74,72,90,88,95,64,74,93,64
78,69,92,99,61,72,60,70,70,72,95,91,69,63,66,78,81,99,72,90,83,93,88,76,69,91,94,66,77,92,94,95,71,94,77,99,64,60,92,61,77,72,85,86,62,74,99,82,79,84,99,62,68,82,90,87,83,95,11,0,12,71,68,60,66,76,62,84,97,76,67,84,82,90,83,86,87,89,94,67,93,94,60,98,75,66,82,60,80,75,72,90,91,61,60,84,91,97,95,71
84,85,66,95,97,94,94,60,97,65,99,78,69,96,76,87,82,79,75,98,90,84,75,88,80,82,83,82,81,92,71,70,93,64,94,78,68,73,94,85,86,66,62,65,90,66,69,77,62,97,83,93,75,61,97,66,69,97,80,12,0,12,88,85,80,61,97,84,84,63,96,86,82,62,82,93,89,76,88,73,99,83,89,61,92,86,68,74,84,88,89,81,81,93,69,83,80,68,83,81
98,89,89,75,87,72,94,64,93,98,61,96,75,81,73,83,62,68,91,83,68,89,95,66,65,80,79,61,97,72,91,60,95,79,63,98,74,64,85,70,75,61,62,61,92,74,94,77,68,89,85,72,80,63,93,92,74,81,91,71,12,0,21,99,69,93,95,88,78,86,86,98,89,86,77,75,89,69,72,81,95,99,97,85,82,70,63,88,77,68,68,87,95,67,87,74,98,65,85,78
63,64,64,73,93,70,74,70,81,83,79,66,88,67,73,82,95,69,99,82,75,82,79,97,95,78,77,78,80,91,62,66,76,81,69,65,74,61,90,62,85,60,94,90,99,79,68,73,76,69,68,64,92,64,71,77,76,84,90,68,88,21,0,16,63,73,77,62,90,79,91,64,84,84,64,92,94,78,97,74,84,73,60,61,96,86,72,62,99,78,65,99,88,91,65,88,82,85,64,66
88,66,76,85,75,64,92,62,72,96,74,96,92,74,81,66,61,67,93,98,92,69,68,79,88,78,93,91,89,62,75,70,95,90,75,76,94,62,63,80,88,82,95,99,63,62,67,86,90,61,90,69,76,61,69,67,89,98,61,60,85,99,16,0,35,98,67,96,88,93,63,61,87,87,82,91,85,62,67,77,90,67,93,83,81,69,78,89,86,81,81,82,96,82,89,86,82,78,82,93
60,99,95,68,79,72,80,76,68,74,86,95,76,85,62,85,88,79,63,83,95,86,95,79,60,95,62,66,97,80,94,74,86,70,94,68,78,95,94,72,81,80,86,85,93,90,98,63,78,63,90,97,73,60,65,79,75,74,94,66,80,69,63,35,0,26,65,88,99,76,75,98,99,83,83,74,66,69,99,65,78,65,93,72,74,90,61,81,66,63,81,99,60,93,92,78,83,70,85,75
96,64,96,83,88,71,99,79,72,75,84,96,75,78,81,81,73,91,66,67,83,90,91,71,98,70,92,94,90,62,94,67,81,72,94,72,87,73,74,82,81,89,65,71,76,97,84,60,86,60,77,86,64,82,89,95,61,60,60,76,61,93,73,98,26,0,27,65,88,72,84,93,99,60,90,99,79,75,93,94,63,71,63,77,88,80,92,67,88,78,75,96,91,84,86,75,70,88,96,67
92,81,99,87,60,90,88,80,78,63,79,91,97,93,75,83,67,93,70,60,92,76,80,89,80,91,69,88,91,87,80,81,62,73,97,61,65,71,69,65,84,85,84,69,74,83,69,72,85,89,80,87,77,86,99,81,61,95,92,62,97,95,77,67,65,27,0,22,61,65,60,85,65,93,65,71,88,91,86,63,91,89,99,80,96,61,85,86,92,96,84,63,77,73,98,60,86,95,76,75
98,74,72,85,82,89,92,68,69,75,60,83,65,60,70,74,67,85,67,83,95,68,94,68,88,61,87,90,78,88,68,65,89,87,67,60,85,61,85,65,95,67,73,92,76,85,67,92,78,90,70,76,73,80,83,63,76,78,71,84,84,88,62,96,88,65,22,0,27,75,72,64,76,77,84,70,96,80,98,76,68,90,61,87,64,75,94,76,67,63,96,81,65,92,72,80,62,68,97,73
91,87,66,69,98,73,76,91,72,76,97,88,75,89,96,86,73,70,60,78,79,68,77,64,79,67,77,81,83,88,96,70,79,86,69,75,70,95,68,66,89,89,61,70,61,71,96,75,92,83,86,96,79,63,98,93,93,65,79,97,84,78,90,88,99,88,61,27,0,19,73,67,65,92,76,94,91,82,85,65,95,88,71,73,80,84,67,92,77,89,78,88,80,91,88,90,85,70,90,94
86,67,62,77,95,97,73,73,94,88,83,78,92,65,61,88,63,84,62,85,64,79,67,72,66,87,80,89,78,95,63,75,79,67,63,76,75,80,90,84,79,92,92,98,89,66,93,70,99,72,86,88,93,70,72,91,77,84,93,76,63,86,79,93,76,72,65,75,19,0,39,95,60,68,93,70,80,89,75,73,89,86,69,95,77,87,83,71,95,69,69,89,85,93,86,89,94,86,86,65
